Manufacturer,Model Number,Blank,Pmax,PTC,Technology,A_c,N_s,N_p,BIPV,Isc,Voc,Ipmax,Vpmax,NOCT,Tc_pmax,Tc_isc,Tc_voc,Short Side,Long Side,ISC_Rear,Prear_max
AU Optronics,PM060MA0_260,,260,233.8,Mono-c-Si,1.611,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM060MA1_260,,260,233.8,Mono-c-Si,1.611,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM060MA2_260,,260,233.8,Mono-c-Si,1.611,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM060P00_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM060P01_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM060P02_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM060PA0_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM060PA1_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM060PA2_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM060PB0_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM060PB1_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM060PBR_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM060PW0_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM060PW1_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM060PW8_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM245P00_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM245P01_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM245PA0_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM245PA1_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM245PA2_260,,260,236.5,Multi-c-Si,1.611,60,1,N,8.89,38.23,8.49,30.48,45.3,-0.4306,0.0728,-0.3608,0.983,1.639,0,0
AU Optronics,PM250M00_260,,260,233.8,Mono-c-Si,1.611,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM250MA0_260,,260,233.8,Mono-c-Si,1.611,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM250MA1_260,,260,233.8,Mono-c-Si,1.611,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM250MA2_260,,260,233.8,Mono-c-Si,1.611,60,1,N,8.78,37.98,8.46,30.91,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM060M00_265,,265,238.5,Mono-c-Si,1.611,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM060M01_265,,265,238.5,Mono-c-Si,1.611,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM060M02_265,,265,238.5,Mono-c-Si,1.611,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM060MA0_265,,265,238.5,Mono-c-Si,1.611,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM060MA1_265,,265,238.5,Mono-c-Si,1.611,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM060MA2_265,,265,238.5,Mono-c-Si,1.611,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM250M00_265,,265,238.5,Mono-c-Si,1.611,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM250MA0_265,,265,238.5,Mono-c-Si,1.611,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM250MA1_265,,265,238.5,Mono-c-Si,1.611,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM250MA2_265,,265,238.5,Mono-c-Si,1.611,60,1,N,8.84,38.04,8.54,30.96,47.3,-0.4373,0.05941,-0.3014,0.983,1.639,0,0
AU Optronics,PM060M00_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060M01_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060M02_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060MA0_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060MA1_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060MA2_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060MB0_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060MB1_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060MB2_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060MB3_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060MW0_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060MW1_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
AU Optronics,PM060MW2_270,,270,243.1,Mono-c-Si,1.611,60,1,N,9.01,38.5,8.5,31.8,46.5,-0.4536,0.0635,-0.3276,0.983,1.639,0,0
